imo,ship_name,type,issue,expiry,technical_efficiency_number
9722390,TERNSUND,Chemical tanker,2021-03-31,2022-06-30,5.52
9722405,TERNFJORD,Chemical tanker,2021-03-31,2022-06-30,6.79
9722429,GOLDEN MONTERREY,Bulk carrier,2021-12-05,2022-06-30,2.43
9722584,STI GRACE,Oil tanker,2021-01-04,2022-06-30,3.11
9722613,HELLAS AVATAR,Oil tanker,2021-10-06,2022-06-30,4.11
9722625,HELLAS FIGHTER,Chemical tanker,2021-10-06,2022-06-30,4.12
9722637,HELLAS REVENGER,Oil tanker,2021-10-06,2022-06-30,4.12
9722649,HELLAS NEMESIS,Oil tanker,2021-09-06,2022-06-30,4.03
9722651,CMA CGM ARKANSAS,Container ship,2021-05-16,2022-06-30,10.3
9722663,CMA CGM COLUMBIA,Container ship,2021-05-16,2022-06-30,10.36
9722675,CMA CGM NIAGARA,Container ship,2021-05-16,2022-06-30,10.43
9722699,CMA CGM RIO GRANDE,Container ship,2021-05-16,2022-06-30,10.66
9722704,CMA CGM TANYA,Container ship,2021-05-16,2022-06-30,10.36
9722728,TIAN ZHEN,General cargo ship,2021-04-20,2022-06-30,5.59
9722730,TIAN LE,General cargo ship,2021-04-20,2022-06-30,5.51
9722742,TIAN QI,General cargo ship,2021-04-25,2022-06-30,5.64
9722754,TIAN JIAN,General cargo ship,2021-04-20,2022-06-30,5.51
9722766,HELLAS APHRODITE,Oil tanker,2021-10-06,2022-06-30,4.1
9722936,ANNE,Oil tanker,2021-11-05,2022-06-30,2.16
9722974,CASTILLO DE NAVIA,Bulk carrier,2021-04-13,2022-06-30,2.97
9723071,DIA,Oil tanker,2021-11-05,2022-06-30,2.19
9723095,DESIRADE,Oil tanker,2021-11-05,2022-06-30,2.17
9723203,MSXT ASTERIA,Bulk carrier,2021-04-27,2022-06-30,3.94
9723289,MINERVA LEO,Chemical tanker,2021-04-28,2022-06-30,4.81
9723291,MINERVA TYCHI,Chemical tanker,2021-04-28,2022-06-30,4.72
9723514,KSL STOCKHOLM,Bulk carrier,2021-03-16,2022-06-30,2.44
9723617,ALPHA ETHOS,Bulk carrier,2021-03-19,2022-06-30,3.55
9723643,ERMIS,Bulk carrier,2021-05-05,2022-06-30,3.56
9723655,SBI REGGAE,Bulk carrier,2021-03-31,2022-06-30,3.58
9723708,STRATEGIC EXPLORER,Bulk carrier,2021-07-16,2022-06-30,4.44
9723710,STRATEGIC ENTITY,Bulk carrier,2021-07-16,2022-06-30,4.53
9724001,DROGBA,Bulk carrier,2021-04-28,2022-06-30,3.9
9724013,MANCHAC SUN,Chemical tanker,2021-04-15,2022-06-30,4.57
9724025,CAJUN SUN,Chemical tanker,2021-03-30,2022-06-30,4.53
9724037,GION TRADER,Chemical tanker,2021-03-25,2022-06-30,8.5
9724049,CMA CGM MAGDALENA,Container ship,2021-12-04,2022-06-30,8.66
9724051,HORIN TRADER,Chemical tanker,2021-08-04,2022-06-30,8.53
9724075,ELIAS TSAKOS,Oil tanker,2021-04-24,2022-06-30,3.01
9724087,THOMAS ZAFIRAS,Oil tanker,2021-04-24,2022-06-30,3.1
9724180,NAVIOS SKY,Bulk carrier,2021-06-25,2022-06-30,3.38
9724336,LEONTIOS H,Oil tanker,2021-04-24,2022-06-30,3.1
9724348,PARTHENON TS,Oil tanker,2021-04-24,2022-06-30,3.06
9724350,SOLA TS,Oil tanker,2021-04-24,2022-06-30,2.9
9724439,SUN PLOEG,Chemical tanker,2021-04-28,2022-06-30,6.95
9724441,SKY PLOEG,Chemical tanker,2021-04-28,2022-06-30,6.89
9724453,SEA PLOEG,Chemical tanker,2021-04-27,2022-06-30,6.81
9724532,MAERSK CUMULUS,Chemical tanker,2021-04-28,2022-06-30,5.33
9724544,MAERSK NIMBUS,Chemical tanker,2021-04-29,2022-06-30,5.27
9724556,MAERSK STRATUS,Chemical tanker,2021-04-28,2022-06-30,5.25
9724568,MAERSK CIRRUS,Chemical tanker,2021-04-28,2022-06-30,5.43
9724594,MAERSK NAVIGATOR,Oil tanker,2021-04-28,2022-06-30,4.97
9724611,ARCHON,Chemical tanker,2021-12-04,2022-06-30,4.32
9724685,BRITISH CAPTAIN,Oil tanker,2021-03-16,2022-06-30,5.03
9724714,BRITISH CADET,Oil tanker,2021-04-13,2022-06-30,5.03
9724726,BRITISH CHIEF,Oil tanker,2021-03-30,2022-06-30,5.03
9724738,GRANDE LUANDA,Container/ro-ro cargo ship,2021-04-29,2022-06-30,8.26
9724958,NORDAMELIA,Container ship,2021-07-05,2022-06-30,12.03
9725110,HYUNDAI EARTH,Container ship,2021-04-21,2022-06-30,8.13
9725122,HYUNDAI MARS,Container ship,2021-04-21,2022-06-30,8.06
9725146,HYUNDAI SATURN,Container ship,2021-04-21,2022-06-30,8.0
9725304,LEIKANGER,Chemical tanker,2021-04-24,2022-06-30,4.29
9725380,XING ZUN HAI,Bulk carrier,2021-04-26,2022-06-30,4.73
9725445,FEDERAL TOKORO,Bulk carrier,2021-04-14,2022-06-30,4.02
9725469,NORD MISSOURI,Bulk carrier,2021-04-16,2022-06-30,3.84
9725471,ELBABE,Bulk carrier,2021-05-25,2022-06-30,3.92
9725495,YARA AESA,Gas carrier,2021-11-03,2022-06-30,7.44
9725500,YARA FREYA,Gas carrier,2021-04-26,2022-06-30,7.45
9725512,RUBINA,Bulk carrier,2021-03-26,2022-06-30,4.56
9725524,RABEA,Bulk carrier,2021-03-26,2022-06-30,4.6
9725550,IVS WENTWORTH,Bulk carrier,2021-11-03,2022-06-30,4.27
9725603,HAFNIA BERING,Chemical tanker,2021-03-16,2022-06-30,4.73
9725615,HAFNIA MAGELLAN,Chemical tanker,2021-03-31,2022-06-30,4.73
9725627,HAFNIA MALACCA,Chemical tanker,2021-03-31,2022-06-30,4.79
9725639,HAFNIA SUNDA,Oil tanker,2021-03-31,2022-06-30,4.92
9725744,CL FAIR,Bulk carrier,2021-04-25,2022-06-30,4.92
9725823,CENTRAL PARK,Chemical tanker,2021-04-21,2022-06-30,7.29
9725835,CHEM BARCELONA,Chemical tanker,2021-04-23,2022-06-30,7.28
9725847,HOUYOSHI PARK,Chemical tanker,2021-04-21,2022-06-30,7.32
9725861,HYDE PARK,Chemical tanker,2021-04-21,2022-06-30,7.36
9725873,OGINO PARK,Chemical tanker,2021-04-21,2022-06-30,7.46
9725885,BOREAS VENTURE,Bulk carrier,2021-06-30,2022-06-30,4.18
9725897,EURUS VENTURE,Bulk carrier,2021-06-15,2022-06-30,4.15
9725902,NOTOS VENTURE,Bulk carrier,2021-07-27,2022-06-30,4.24
9725938,UNITY SPIRIT,Bulk carrier,2021-12-04,2022-06-30,4.06
9726023,UNITY FORCE,Bulk carrier,2021-05-04,2022-06-30,4.1
9726035,UNITY EXPLORER,Bulk carrier,2021-04-19,2022-06-30,4.11
9726073,SHERGAR,Gas carrier,2021-06-05,2022-06-30,5.91
9726085,SHAHRASTANI,Gas carrier,2021-10-05,2022-06-30,5.94
9726164,IVS TEMBE,Bulk carrier,2021-11-03,2022-06-30,5.3
9726190,KODIAK ISLAND,Bulk carrier,2021-06-05,2022-06-30,5.29
9726229,IVS HIRONO,Bulk carrier,2021-11-03,2022-06-30,4.51
9726231,ASL GRACE,Bulk carrier,2021-06-04,2022-06-30,4.47
9726243,IVS BOSCH HOEK,Bulk carrier,2021-11-03,2022-06-30,4.5
9726322,NAVIGATOR AURORA,Gas carrier,2021-04-27,2022-06-30,8.48
9726413,SARITA NAREE,Bulk carrier,2021-03-30,2022-06-30,3.97
9726425,SARIKA NAREE,Bulk carrier,2021-03-18,2022-06-30,4.01
9726437,SAVITA NAREE,Bulk carrier,2021-03-24,2022-06-30,3.89
9726449,SAROCHA NAREE,Bulk carrier,2021-03-24,2022-06-30,3.95
9726451,MAERSK TANGIER,Oil tanker,2021-04-19,2022-06-30,4.02
9726475,TORM TROILUS,Oil tanker,2021-04-28,2022-06-30,4.07
9726487,TORM TIMOTHY,Oil tanker,2021-04-28,2022-06-30,4.13
9726566,TD TOKYO,Bulk carrier,2021-03-30,2022-06-30,3.87
9726578,TD HAMBURG,Bulk carrier,2021-03-29,2022-06-30,3.85
9726580,FRONT OCELOT,Oil tanker,2021-05-18,2022-06-30,3.13
9726619,HAFNIA LENE,Chemical tanker,2021-03-31,2022-06-30,4.5
9726621,HAFNIA LISE,Oil tanker,2021-03-31,2022-06-30,4.42
9726671,MAERSK STADELHORN,Container ship,2021-04-15,2022-06-30,9.16
9726695,GLOBAL HIGHWAY,Vehicle carrier,2021-04-19,2022-06-30,14.4
9726700,HORIZON HIGHWAY,Vehicle carrier,2021-04-21,2022-06-30,14.4
9726750,MTM SAVANNAH,Chemical tanker,2021-07-16,2022-06-30,6.81
9727015,SEAWAYS HENDRICKS,Oil tanker,2021-04-26,2022-06-30,2.09
9727041,SAGAR SAMRAT,Bulk carrier,2021-04-30,2022-06-30,3.59
9727077,OCEAN FORTUNE,Bulk carrier,2021-02-26,2022-06-30,4.73
9727089,KEN UN,Bulk carrier,2021-05-27,2022-06-30,4.62
9727118,NORDIC OLYMPIC,Bulk carrier,2021-08-06,2022-06-30,3.73
9727120,NORDIC OASIS,Bulk carrier,2021-08-06,2022-06-30,3.73
9727182,LOWLANDS HOPE,Bulk carrier,2021-04-19,2022-06-30,3.74
9727431,ND PISTIS,Bulk carrier,2021-04-25,2022-06-30,4.31
9727467,ADRIANA ROSE,Bulk carrier,2021-06-04,2022-06-30,3.61
9727493,TCZEW,Bulk carrier,2021-05-20,2022-06-30,4.6
9727508,DRAWNO,Bulk carrier,2021-01-06,2022-06-30,4.76
9727510,KARLINO,Bulk carrier,2021-05-20,2022-06-30,4.76
9727522,SOPOT,Bulk carrier,2021-05-26,2022-06-30,4.65
9727546,NAVIG8 ADAMITE,Chemical tanker,2021-04-27,2022-06-30,5.27
9727558,NAVIG8 ARAGONITE,Chemical tanker,2021-04-05,2022-06-30,5.07
9727560,NAVIG8 AZURITE,Chemical tanker,2021-04-27,2022-06-30,5.19
9727584,NAVIG8 ACHROITE,Chemical tanker,2021-04-27,2022-06-30,5.15
9727637,FENG DE HAI,Bulk carrier,2021-04-23,2022-06-30,3.95
9727649,FENG HUI HAI,Bulk carrier,2021-04-23,2022-06-30,3.83
9727651,FENG SHOU HAI,Bulk carrier,2021-04-22,2022-06-30,3.78
9727663,FENG ZE HAI,Bulk carrier,2021-04-22,2022-06-30,3.82
9727871,MAERSK GUAYAQUIL,Container ship,2021-04-28,2022-06-30,10.41
9727974,FLAG METTE,Bulk carrier,2021-04-22,2022-06-30,3.73
9727986,DESPINA V,Bulk carrier,2021-04-22,2022-06-30,3.8
9728069,DRIVE GREEN HIGHWAY,Vehicle carrier,2021-04-19,2022-06-30,14.6
9728071,ORION HIGHWAY,Vehicle carrier,2021-04-19,2022-06-30,14.26
9728083,APOLLON HIGHWAY,Vehicle carrier,2021-04-21,2022-06-30,14.4
9728095,POLARIS HIGHWAY,Vehicle carrier,2021-04-21,2022-06-30,14.3
9728124,GENEVA STAR,Bulk carrier,2021-01-27,2022-06-30,3.52
9728198,NORD POLARIS,Bulk carrier,2021-05-21,2022-06-30,3.53
9728239,MINERVA CORALIA,Oil tanker,2021-04-28,2022-06-30,2.89
9728241,MINERVA BALTICA,Oil tanker,2021-04-28,2022-06-30,2.86
9728382,CRYSTAL CONFIDENCE,Bulk carrier,2021-02-03,2022-06-30,5.22
9728411,KWK EXCELSUS,Oil tanker,2021-02-22,2022-06-30,3.18
9728435,IONIC ALTHEA,Oil tanker,2021-03-23,2022-06-30,3.08
9728473,ALBERTO TOPIC,General cargo ship,2021-06-28,2022-06-30,5.26
9728629,SBI ZUMBA,Bulk carrier,2021-03-31,2022-06-30,3.6
9728693,ALBORAN,Oil tanker,2021-01-05,2022-06-30,2.16
9728801,CL ZHENJIANG,Bulk carrier,2021-06-04,2022-06-30,3.5
9728851,VIKING CONQUEST,Vehicle carrier,2021-04-29,2022-06-30,16.15
9728863,VIKING DESTINY,Vehicle carrier,2021-04-29,2022-06-30,16.23
9728916,TRITON,Container ship,2021-10-04,2022-06-30,8.21
9728928,TITAN,Container ship,2021-10-04,2022-06-30,8.32
9728930,TALOS,Container ship,2021-10-04,2022-06-30,8.32
9728942,TAURUS,Container ship,2021-10-04,2022-06-30,8.53
9728954,THESEUS,Container ship,2021-10-04,2022-06-30,8.35
9729025,ALORA,Bulk carrier,2021-04-20,2022-06-30,3.92
9729128,CMA CGM JEAN GABRIEL,Container ship,2021-05-16,2022-06-30,11.12
9729207,DUHALLOW,Bulk carrier,2021-04-21,2022-06-30,2.47
9729221,NORD LARKSPUR,Oil tanker,2021-03-31,2022-06-30,3.85
9729233,NORD LAVENDER,Oil tanker,2021-03-22,2022-06-30,3.89
9729245,STI SELATAR,Oil tanker,2021-01-04,2022-06-30,3.03
9729271,HAFNIA SOYA,Chemical tanker,2021-06-04,2022-06-30,4.81
9729283,HAFNIA TORRES,Chemical tanker,2021-03-16,2022-06-30,4.86
9729348,TN SUNRISE,Bulk carrier,2021-03-17,2022-06-30,4.48
9729362,STH NEW YORK,Bulk carrier,2021-06-29,2022-06-30,4.04
9729477,BALTIC SCORPION,Bulk carrier,2021-04-28,2022-06-30,3.76
9729489,BALTIC MANTIS,Bulk carrier,2021-11-03,2022-06-30,3.91
9729831,GLORY HARVEST,Bulk carrier,2021-04-26,2022-06-30,3.86
9729879,AIANTAS,Bulk carrier,2021-06-04,2022-06-30,3.58
9729881,DIONE,Bulk carrier,2021-06-04,2022-06-30,3.6
9729893,PATROKLOS,Bulk carrier,2021-06-04,2022-06-30,3.61
9729908,ASTERION,Bulk carrier,2021-06-04,2022-06-30,3.59
9730206,ELSABETH C,Bulk carrier,2021-04-15,2022-06-30,4.03
9730232,ELISA,Bulk carrier,2021-04-15,2022-06-30,4.03
9730268,ANYA,Bulk carrier,2021-04-15,2022-06-30,4.14
9730270,BRIGITTE,Bulk carrier,2021-04-15,2022-06-30,4.12
9730361,TRINITY,Oil tanker,2021-03-17,2022-06-30,2.67
9730373,SAN JACINTO,Oil tanker,2021-10-05,2022-06-30,2.7
9730414,SEAWAYS HATTERAS,Oil tanker,2021-04-26,2022-06-30,2.87
9730438,INCE TOKYO,Bulk carrier,2021-03-31,2022-06-30,4.18
9730830,RB LEAH,Bulk carrier,2021-04-28,2022-06-30,3.25
9730842,RB MYA,Bulk carrier,2021-04-28,2022-06-30,3.25
9730880,STI RAMBLA,Oil tanker,2021-01-04,2022-06-30,3.0
9730933,LYRIC CAMELLIA,Oil tanker,2021-08-05,2022-06-30,3.06
9730945,KLEON,Oil tanker,2021-03-05,2022-06-30,3.01
9731212,LOWLANDS YELLOW,Bulk carrier,2021-04-20,2022-06-30,3.03
9731224,NORWAY PEARL,General cargo ship,2021-02-03,2022-06-30,4.43
9731389,PADEREWSKI,General cargo ship,2021-04-28,2022-06-30,6.98
9731406,VENTURE GRACE,Bulk carrier,2021-05-14,2022-06-30,4.2
9731585,HERMANN OLDENDORFF,Bulk carrier,2021-04-27,2022-06-30,2.15
9731602,HUBERTUS OLDENDORFF,Bulk carrier,2021-07-04,2022-06-30,2.14
9731705,ULTRA DANIELA,Bulk carrier,2021-04-22,2022-06-30,4.12
9731717,ULTRA LETIZIA,Bulk carrier,2021-04-22,2022-06-30,4.14
9731743,NAVIG8 SPARK,Chemical tanker,2021-04-27,2022-06-30,6.07
9731755,NAVIG8 STELLAR,Chemical tanker,2021-04-23,2022-06-30,6.07
9731808,UNI BULKER,Bulk carrier,2021-02-16,2022-06-30,5.71
9731913,COSCO SHIPPING DANUBE,Container ship,2021-04-22,2022-06-30,9.68
9731949,COSCO SHIPPING SEINE,Container ship,2021-04-22,2022-06-30,9.61
9731951,COSCO SHIPPING RHINE,Container ship,2021-04-22,2022-06-30,9.75
9731987,PACIFIC MERIT,Bulk carrier,2021-04-26,2022-06-30,3.86
9732163,FEDERAL CARDINAL,Bulk carrier,2021-10-02,2022-06-30,4.28
9732199,INTHIRA NAREE,Bulk carrier,2021-03-18,2022-06-30,3.96
9732230,STELLATA,Oil tanker,2021-06-05,2022-06-30,3.22
9732242,PACIFIC TREASURES,Oil tanker,2021-09-07,2022-06-30,2.95
9732254,PACIFIC JEWELS,Oil tanker,2021-09-06,2022-06-30,2.95
9732266,PACIFIC A. DORODCHI,Oil tanker,2021-11-05,2022-06-30,3.05
9732278,PACIFIC NAFSIKA,Oil tanker,2021-05-28,2022-06-30,3.02
9732307,AL DHAIL,Container ship,2021-03-18,2022-06-30,6.36
9732319,AL MASHRAB,Container ship,2021-03-16,2022-06-30,6.38
9732321,AL JASRAH,Container ship,2021-03-16,2022-06-30,6.38
9732333,UMM QARN,Container ship,2021-03-16,2022-06-30,6.38
9732345,AFIF,Container ship,2021-03-16,2022-06-30,6.38
9732357,AL JMELIYAH,Container ship,2021-03-16,2022-06-30,6.37
9732503,HELLAS GLADIATOR,Gas carrier,2021-10-06,2022-06-30,5.92
9732539,BW BRAGE,Gas carrier,2021-04-28,2022-06-30,5.83
9732541,ARAL,Oil tanker,2021-04-30,2022-06-30,2.21
9732606,COSCO SHIPPING PANAMA,Container ship,2021-04-30,2022-06-30,8.33
9732694,HAFNIA LOTTE,Chemical tanker,2021-03-16,2022-06-30,4.44
9732773,TRF MANDAL,Chemical tanker,2021-06-04,2022-06-30,5.16
9732785,TRF MARQUETTE,Chemical tanker,2021-06-05,2022-06-30,5.15
9732797,TRF MEMPHIS,Chemical tanker,2021-06-04,2022-06-30,5.16
9732802,TRF MOBILE,Chemical tanker,2021-04-27,2022-06-30,5.18
9732814,TRF MONGSTAD,Chemical tanker,2021-04-27,2022-06-30,5.12
9732826,TRF MOSS,Chemical tanker,2021-04-27,2022-06-30,5.22
9732929,MAERSK TRENTON,Oil tanker,2021-04-19,2022-06-30,4.06
9732955,SUNRISE JADE,Bulk carrier,2021-04-21,2022-06-30,3.87
9733258,LA SOLOGNAIS,Bulk carrier,2021-04-19,2022-06-30,4.44
9733272,LA SAUTERNAIS,Bulk carrier,2021-04-19,2022-06-30,4.5
9733349,TRF KASHIMA,Chemical tanker,2021-04-05,2022-06-30,7.14
9733351,TRF KIRKENES,Chemical tanker,2021-10-05,2022-06-30,7.25
9733363,TRF KOBE,Chemical tanker,2021-04-30,2022-06-30,7.14
9733375,TRF KRISTIANSAND,Chemical tanker,2021-04-28,2022-06-30,7.13
9733698,STORE BAY,Chemical tanker,2021-05-05,2022-06-30,5.86
9733703,MAYARO,Chemical tanker,2021-03-30,2022-06-30,5.63
9733806,APOLLONAS,Oil tanker,2021-12-04,2022-06-30,2.2
9734109,ECO LEADER,Oil tanker,2021-07-05,2022-06-30,2.13
9734111,ECO FUTURE,Oil tanker,2021-04-29,2022-06-30,2.13
9734408,LYRIC MAGNOLIA,Oil tanker,2021-06-23,2022-06-30,3.06
9734680,CONSTELLATION,Gas carrier,2021-04-28,2022-06-30,5.96
9734719,SHANDONG FU EN,Bulk carrier,2021-04-27,2022-06-30,3.65
9734721,SHANDONG FU ZE,Bulk carrier,2021-04-27,2022-06-30,3.69
9734733,SHANDONG FU HUI,Bulk carrier,2021-04-27,2022-06-30,3.63
9734745,SHANDONG FU YOU,Bulk carrier,2021-04-27,2022-06-30,3.62
9734757,SHANDONG FU DE,Bulk carrier,2021-04-27,2022-06-30,3.61
9734769,SHANDONG FU YUAN,Bulk carrier,2021-04-27,2022-06-30,3.59
9734836,YARA KARA,Gas carrier,2021-04-26,2022-06-30,10.18
9734848,YARA NAUMA,Gas carrier,2021-04-26,2022-06-30,1.0
9734850,YARA SELA,Gas carrier,2021-04-29,2022-06-30,11.26
9735062,BW MESSINA,Gas carrier,2021-04-16,2022-06-30,5.84
9735098,PORT ESTRELA,Bulk carrier,2021-06-25,2022-06-30,3.85
9735103,PORT ORIENT,Bulk carrier,2021-06-25,2022-06-30,3.85
9735115,SWANSEA,Bulk carrier,2021-04-21,2022-06-30,4.32
9735206,MSC PALAK,Container ship,2021-04-26,2022-06-30,11.32
9735218,MSC ELMA,Container ship,2021-04-28,2022-06-30,11.2
9735220,SYMPHONY SPIRIT,General cargo ship,2021-02-04,2022-06-30,9.96
9735232,SYMPHONY SPACE,General cargo ship,2021-09-04,2022-06-30,10.4
9735452,ESSAYRA,General cargo ship,2021-03-09,2022-06-30,4.64
9735610,STI EXPERIENCE,Oil tanker,2021-01-04,2022-06-30,3.79
9735622,STI EXECUTIVE,Oil tanker,2021-01-04,2022-06-30,3.8
9735634,STI EXPRESS,Oil tanker,2021-01-04,2022-06-30,3.84
9735658,BW TUCANA,Gas carrier,2021-04-22,2022-06-30,5.86
9735660,BW VOLANS,Gas carrier,2021-04-22,2022-06-30,5.94
9735799,GH URBAN SEA,Bulk carrier,2021-04-27,2022-06-30,3.81
9735816,GH SKY BEAUTY,Bulk carrier,2021-07-05,2022-06-30,3.86
9735828,GH GALILEO,Bulk carrier,2021-04-27,2022-06-30,3.82
9736066,IVS GLENEAGLES,Bulk carrier,2021-11-03,2022-06-30,4.27
9736107,TIHAMA,Container ship,2021-03-16,2022-06-30,5.37
9736169,MAGIC SEAS,Bulk carrier,2021-04-14,2022-06-30,3.91
9736183,MICK,General cargo ship,2021-05-05,2022-06-30,8.39
9736195,KEITH,General cargo ship,2021-04-29,2022-06-30,8.61
9736353,ELSA S,Bulk carrier,2021-10-03,2022-06-30,3.28
9736365,AUTO ECO,Vehicle carrier,2021-10-08,2022-06-30,12.23
9736377,AUTO ENERGY,Vehicle carrier,2021-10-08,2022-06-30,12.23
9736418,AFRICAN BULKER,Bulk carrier,2021-08-04,2022-06-30,4.98
9736729,FOMENTO ONE,Bulk carrier,2021-05-21,2022-06-30,2.46
9736808,GLOVIS STAR,Vehicle carrier,2021-02-18,2022-06-30,15.22
9736810,GLOVIS SIGMA,Vehicle carrier,2021-11-02,2022-06-30,15.51
9736949,CSK GENERATION,Bulk carrier,2021-01-15,2022-06-30,2.39
9737058,EVANGELIA L,General cargo ship,2021-04-15,2022-06-30,5.53
9737072,ANTE TOPIC,Bulk carrier,2021-06-28,2022-06-30,4.47
9737101,BRISTOL TRADER,Chemical tanker,2021-03-16,2022-06-30,5.42
9737113,REGIUS,Bulk carrier,2021-04-30,2022-06-30,5.15
9737125,DISCOVERY BAY,Bulk carrier,2021-12-03,2022-06-30,4.27
9737371,MARATHON TS,Oil tanker,2021-04-24,2022-06-30,3.1
9737383,OSLO TS,Oil tanker,2021-04-24,2022-06-30,2.93
9737395,STAVANGER TS,Oil tanker,2021-04-24,2022-06-30,2.93
9737400,BERGEN TS,Oil tanker,2021-04-24,2022-06-30,2.94
9737462,TAMPA TRIUMPH,Container ship,2021-04-26,2022-06-30,8.67
9737474,TOKYO TRIUMPH,Container ship,2021-04-15,2022-06-30,8.5
9737486,TOLEDO TRIUMPH,Container ship,2021-04-26,2022-06-30,8.36
9737498,TAIPEI TRIUMPH,Container ship,2021-04-15,2022-06-30,8.56
9737503,TEXAS TRIUMPH,Container ship,2021-04-16,2022-06-30,8.55
9737515,BLUEBIRD,Oil tanker,2021-03-17,2022-06-30,3.78
9737565,BOCHEM LUXEMBOURG,Chemical tanker,2021-05-05,2022-06-30,7.22
9737577,BOCHEM BRUSSELS,Chemical tanker,2021-07-05,2022-06-30,7.22
9737589,PHAEDRA,Bulk carrier,2021-04-14,2022-06-30,3.53
9737591,TOMAHAWK,Bulk carrier,2021-04-15,2022-06-30,3.56
9737618,CAPTAIN ADAMS,Bulk carrier,2021-04-15,2022-06-30,3.59
9737711,NAUTICAL GEORGIA,Bulk carrier,2021-05-18,2022-06-30,3.85
9737747,STI PRIDE,Oil tanker,2021-01-04,2022-06-30,3.78
9737888,LIFE PASSION,Bulk carrier,2021-05-25,2022-06-30,5.22
9738026,EVMAR,Bulk carrier,2021-04-19,2022-06-30,3.48
9738088,ZHEN ZHU HAI,Bulk carrier,2021-04-23,2022-06-30,4.76
9738090,HU PO HAI,Bulk carrier,2021-04-23,2022-06-30,4.58
9738105,LAN BAO HAI,Bulk carrier,2021-04-22,2022-06-30,4.54
9738117,SHAN HU HAI,Bulk carrier,2021-04-22,2022-06-30,4.5
9738129,XIN FU HAI,Bulk carrier,2021-04-22,2022-06-30,2.54
9738143,XIN CHANG HAI,Bulk carrier,2021-04-29,2022-06-30,2.49
9738155,XIN DA HAI,Bulk carrier,2021-04-22,2022-06-30,2.47
9738208,STAR ARTEMIS,Bulk carrier,2021-04-26,2022-06-30,3.96
9738210,STAR EOS,Bulk carrier,2021-04-29,2022-06-30,3.92
9738234,MANITOBA,Gas carrier,2021-05-14,2022-06-30,7.48
9738337,STH CHIBA,Bulk carrier,2021-06-29,2022-06-30,3.91
9738349,STH OSLO,Bulk carrier,2021-04-29,2022-06-30,3.91
9738454,SOPHIANA,Bulk carrier,2021-07-04,2022-06-30,3.92
9738545,ASTOMOS VENUS,Gas carrier,2021-03-23,2022-06-30,6.1
9738674,INTERLINK AMENITY,Bulk carrier,2021-01-05,2022-06-30,4.55
9738818,NAVIOS SPHERA,Bulk carrier,2021-04-19,2022-06-30,3.39
9738909,INDIAN OCEAN,Bulk carrier,2021-03-05,2022-06-30,5.45
9739020,THEODORE JR,Bulk carrier,2021-02-04,2022-06-30,3.59
9739032,PLAINPALAIS,Bulk carrier,2021-10-03,2022-06-30,3.52
9739264,NAVIG8 SPICA,Chemical tanker,2021-04-28,2022-06-30,6.26
9739290,STOLT BISMUTH,Chemical tanker,2021-04-16,2022-06-30,6.25
9739317,STOLT MAGNESIUM,Chemical tanker,2021-04-29,2022-06-30,6.09
9739329,STOLT MERCURY,Chemical tanker,2021-04-23,2022-06-30,6.17
9739501,ANDAMAN,Oil tanker,2021-01-05,2022-06-30,2.12
9739549,KAZAK,Gas carrier,2021-04-14,2022-06-30,20.8
9739563,EKATERINI,Bulk carrier,2021-05-27,2022-06-30,3.49
9739680,MAERSK GENOA,Container ship,2021-04-27,2022-06-30,10.45
9739692,MAERSK GIBRALTAR,Container ship,2021-04-24,2022-06-30,10.5
9739800,GAIA DESGAGNES,Chemical tanker,2021-04-13,2022-06-30,4.84
9739812,RAMANDA,Chemical tanker,2021-04-23,2022-06-30,4.69
9739824,THUN VENERN,Chemical tanker,2021-04-23,2022-06-30,4.82
9739836,FURE VALO,Chemical tanker,2021-04-28,2022-06-30,4.73
9740158,OCEAN OUTSTANDING,Bulk carrier,2021-04-26,2022-06-30,4.01
9740342,TRF HORTEN,Oil tanker,2021-04-30,2022-06-30,2.33
9740419,SEAODYSSEY,Oil tanker,2021-06-27,2022-06-30,3.1
9740421,SEAENVOY,Oil tanker,2021-05-24,2022-06-30,3.1
9740445,MARYAM D,Bulk carrier,2021-04-28,2022-06-30,5.05
9740469,UST LUGA,Oil tanker,2021-06-05,2022-06-30,2.92
9740471,PUROVSKY,Oil tanker,2021-09-04,2022-06-30,2.93
9740586,HIGH CHALLENGE,Chemical tanker,2021-04-23,2022-06-30,4.39
9740770,CHEM COBALT,Chemical tanker,2021-04-26,2022-06-30,7.03
9740782,CHEM GALLIUM,Chemical tanker,2021-04-27,2022-06-30,6.94
9740794,LAVENDER RAY,Chemical tanker,2021-12-05,2022-06-30,7.04
9741126,ZEA SERVANT,General cargo ship,2021-01-03,2022-06-30,10.27
9741140,BRUCE,General cargo ship,2021-02-03,2022-06-30,9.93
9741372,ONE BLUE JAY,Container ship,2021-11-03,2022-06-30,5.9
9741396,ONE EAGLE,Container ship,2021-11-03,2022-06-30,5.85
9741401,ONE CRANE,Container ship,2021-04-28,2022-06-30,5.84
9741413,ONE HAWK,Container ship,2021-06-05,2022-06-30,5.9
9741425,ONE FALCON,Container ship,2021-05-03,2022-06-30,7.93
9741437,ONE SWAN,Container ship,2021-06-05,2022-06-30,5.86
9741449,NYK OWL,Container ship,2021-05-03,2022-06-30,6.0
